Date,MaxT,MinT,Humidity,Wind,Rain,Unnamed:0
1/8/2017,11.7,1.9,86,9.3,0,0
1/9/2017,11.5,1.6,87,9.6,0,0
1/10/2017,11.3,1.3,88,9.9,0,0
1/11/2017,11.1,1,89,10.2,0,0
1/12/2017,10.9,0.7,90,10.5,0,0
1/13/2017,10.7,0.4,91,10.8,0,0
1/14/2017,10.9,0.6,90,10.4,0,0
1/15/2017,11.2,0.9,89,10,0,0
1/16/2017,11.5,1.2,88,9.6,0,0
1/17/2017,11.8,1.5,87,9.2,0,0
1/18/2017,12.1,1.8,86,8.8,0,0
1/19/2017,12.4,2.1,85,8.4,0,0
1/20/2017,12.7,2.4,84,8,0,0
1/21/2017,13,2.7,83,7.6,0,0
1/22/2017,13.3,3,82,7.2,0,0
1/23/2017,13.6,3.3,81,6.8,0,0
1/24/2017,13.9,3.6,80,6.4,0,0
1/25/2017,14.2,3.9,79,6,1.2,0
1/26/2017,14.5,4.2,78,5.6,3.5,0
1/27/2017,14.8,4.5,77,5.8,1.8,0
1/28/2017,15.1,4.8,76,6.2,0,0
1/29/2017,15.4,5.1,75,6.5,0,0
1/30/2017,15.7,5.4,74,6.9,0,0
1/31/2017,16,5.7,73,7.3,0,0
2/1/2017,16.3,6,72,7.6,0,0
2/2/2017,16.6,6.3,71,7.9,0,0
2/3/2017,16.9,6.6,70,8.2,0,0
2/4/2017,17.2,6.9,69,8.5,0,0
2/5/2017,17.5,7.2,68,8.8,0,0
2/6/2017,17.8,7.5,67,9.1,0,0
2/7/2017,18.1,7.8,66,9.4,0,0
2/8/2017,18.4,8.1,65,9.7,0,0
2/9/2017,18.7,8.4,64,10,0,0
2/10/2017,19,8.7,63,10.3,0,0
2/11/2017,19.3,9,62,10.6,0,0
2/12/2017,19.6,9.3,61,10.9,0,0
2/13/2017,19.9,9.6,60,11.2,0,0
2/14/2017,20.2,9.9,61,11.5,0,0
2/15/2017,20.5,10.2,62,11.8,0,0
2/16/2017,20.8,10.5,61,12.1,0,0
2/17/2017,21.1,10.8,60,12.4,0,0
2/18/2017,21.4,11.1,59,12.7,0,0
2/19/2017,21.7,11.4,58,13,0,0
2/20/2017,22,11.7,57,13.3,0,0
2/21/2017,22.3,12,56,13.6,0,0
2/22/2017,22.6,12.3,55,13.9,0,0
2/23/2017,22.9,12.6,54,14.2,0,0
2/24/2017,23.2,12.9,55,14.5,0,0
2/25/2017,23.5,13.2,56,14.8,0,0
2/26/2017,23.8,13.5,57,15.1,0,0
2/27/2017,24.1,13.8,58,15.4,0,0
2/28/2017,24.4,14.1,59,15.7,0,0
3/1/2017,24.7,14.4,58,16,0,0
3/2/2017,25,14.7,57,16.3,0,0
3/3/2017,25.3,15,56,16.6,0,0
3/4/2017,25.6,15.3,55,16.9,0,0
3/5/2017,25.9,15.6,54,17.2,0,0
3/6/2017,26.2,15.9,53,17.5,0,0
3/7/2017,26.5,16.2,52,17.8,0,0
3/8/2017,26.8,16.5,51,18.1,0,0
3/9/2017,27.1,16.8,50,18.4,0,0
3/10/2017,27.4,17.1,49,18.7,0,0
3/11/2017,27.7,17.4,48,19,0,0
3/12/2017,28,17.7,47,19.3,0,0
3/13/2017,28.3,18,46,19.6,0,0
3/14/2017,28.6,18.3,45,19.9,0,0
3/15/2017,28.9,18.6,44,20.2,0,0
3/16/2017,29.2,18.9,43,20.5,0,0
3/17/2017,29.5,19.2,42,20.8,0,0
3/18/2017,29.8,19.5,41,21.1,0,0
3/19/2017,30.1,19.8,42,21.4,0,0
3/20/2017,30.4,20.1,43,21.7,0,0
3/21/2017,30.7,20.4,44,22,0,0
3/22/2017,31,20.7,45,22.3,0,0
3/23/2017,31.3,21,44,22.6,0,0
3/24/2017,31.6,21.3,43,22.9,0,0
3/25/2017,31.9,21.6,42,23.2,0,0
3/26/2017,32.2,21.9,41,23.5,0,0
3/27/2017,32.5,22.2,40,23.8,2.5,0
3/28/2017,32.8,22.5,39,24.1,8.3,0
3/29/2017,33.1,22.8,41,24.4,12.6,0
3/30/2017,33.4,23.1,42,24.7,3.2,0
3/31/2017,33.7,23.4,40,25,0,0
4/1/2017,34,23.7,39,24.8,0,0
4/2/2017,34.3,23.9,38,24.5,0,0
4/3/2017,34.6,24.1,37,24.2,0,0
4/4/2017,34.9,24.3,36,23.9,0,0
4/5/2017,35.2,24.5,35,23.6,0,0
4/6/2017,35.5,24.7,34,23.3,0,0
4/7/2017,35.8,24.9,33,23,0,0
4/8/2017,36.1,25.1,34,22.7,0,0
4/9/2017,36.4,25.3,35,22.4,0,0
4/10/2017,36.7,25.5,36,22.1,0,0
4/11/2017,37,25.7,35,21.8,0,0
4/12/2017,37.3,25.9,34,21.5,0,0
4/13/2017,37.6,26.1,33,21.2,0,0
4/14/2017,37.9,26.3,32,20.9,0,0
4/15/2017,38.2,26.5,31,20.6,0,0
4/16/2017,38.5,26.7,32,20.3,0,0
4/17/2017,38.8,26.9,33,20,0,0
4/18/2017,39.1,27.1,34,19.7,0,0
4/19/2017,39.4,27.3,35,19.4,5.2,0
4/20/2017,39.7,27.5,36,19.1,18.7,0
4/21/2017,40,27.7,35,18.8,7.3,0
4/22/2017,40.3,27.9,34,18.5,0,0
4/23/2017,40.6,28.1,33,18.2,0,0
4/24/2017,40.9,28.3,32,17.9,0,0
4/25/2017,41.2,28.5,33,17.6,0,0
4/26/2017,41.5,28.7,34,17.3,0,0
4/27/2017,41.8,28.9,35,17,0,0
4/28/2017,42.1,29.1,36,16.7,0,0
4/29/2017,42.4,29.3,35,16.4,3.8,0
4/30/2017,42.7,29.5,34,16.1,9.6,0
5/1/2017,42.9,29.7,33,16.5,0,0
5/2/2017,43.1,29.9,32,16.9,0,0
5/3/2017,43.3,30.1,33,17.4,0,0
5/4/2017,43.5,30.3,34,17.8,0,0
5/5/2017,43.7,30.5,35,18.3,0,0
5/6/2017,43.9,30.7,37,18.7,0,0
5/7/2017,44.1,30.9,36,19.2,0,0
5/8/2017,44.3,31.1,35,19.6,0,0
5/9/2017,44.5,31.3,34,20.1,0,0
5/10/2017,44.6,31.4,33,20.5,4.2,0
5/11/2017,44.4,31.2,34,21,0,0
5/12/2017,44.2,31,35,21.4,0,0
5/13/2017,44,30.8,36,21.9,0,0
5/14/2017,43.8,30.6,38,22.3,0,0
5/15/2017,43.6,30.4,40,22.8,0,0
5/16/2017,43.4,30.2,42,23.2,0,0
5/17/2017,43.2,30,44,23.7,4.8,0
5/18/2017,43,29.8,46,24.1,12.6,0
5/19/2017,42.8,29.6,48,24.6,2.3,0
5/20/2017,42.3,29.3,52,25,0,0
5/21/2017,41.6,28.9,56,25.5,0,0
5/22/2017,40.8,28.4,60,25.9,0,0
5/23/2017,39.5,27.8,65,26.4,0,0
5/24/2017,38.2,27.1,70,26.8,0,0
5/25/2017,37.5,26.7,68,27.3,0,0
5/26/2017,38.3,27.2,64,27.7,0,0
5/27/2017,39.4,27.9,60,28.2,0,0
5/28/2017,40.2,28.5,56,28.6,13.5,0
5/29/2017,41.1,29,52,29.1,25.8,0
5/30/2017,41.7,29.4,48,29.5,17.2,0
5/31/2017,42.3,29.8,45,30,0,0
6/1/2017,42.8,30.1,43,29.5,0,0
6/2/2017,42.1,29.8,46,29,0,0
6/3/2017,41.2,29.3,50,28.5,0,0
6/4/2017,40.1,28.7,56,28,0,0
6/5/2017,38.6,27.9,63,27.5,0,0
6/6/2017,36.7,27,72,27,16.2,0
6/7/2017,34.5,26.2,79,26.5,26.7,0
6/8/2017,33.2,25.6,84,26,24.5,0
6/9/2017,32.8,25.3,87,25.5,13.8,0
6/10/2017,33.4,25.7,82,25,0,0
6/11/2017,34.5,26.2,76,24.5,25.6,0
6/12/2017,35.8,26.8,69,24,38.3,0
6/13/2017,37.2,27.5,61,23.5,24.5,0
6/14/2017,38.4,28.2,55,23,32.6,0
6/15/2017,39.3,28.7,49,22.5,22.8,0
6/16/2017,40.1,29.1,45,22,7.3,0
6/17/2017,40.7,29.5,42,21.5,0,0
6/18/2017,41.2,29.8,40,21,0,0
6/19/2017,40.5,29.4,45,20.5,0,0
6/20/2017,39.2,28.7,52,20,29.5,0
6/21/2017,37.6,27.8,61,19.5,38.7,0
6/22/2017,35.8,26.9,69,19,45.2,0
6/23/2017,34.3,26.1,76,18.5,37.8,0
6/24/2017,33.6,25.8,81,18,28.5,0
6/25/2017,33.9,26,78,17.5,18.9,0
6/26/2017,34.7,26.5,73,17,0,0
6/27/2017,35.6,27,67,16.5,36.4,0
6/28/2017,36.8,27.6,61,16,42.5,0
6/29/2017,37.9,28.2,55,15.5,78.9,0
6/30/2017,38.7,28.7,49,15,57.2,0
7/1/2017,39.2,28.9,53,14.8,55.3,0
7/2/2017,38.3,28.5,58,15.3,24.8,0
7/3/2017,36.8,27.9,65,15.9,28.5,0
7/4/2017,35.1,27.2,73,16.4,49.9,0
7/5/2017,33.6,26.5,82,17,69.2,0
7/6/2017,32.2,25.9,87,17.5,75.6,0
7/7/2017,31.5,25.4,91,18.1,38.4,0
7/8/2017,30.9,25,93,18.6,25.6,0
7/9/2017,31.6,25.3,90,19.2,40.8,0
7/10/2017,32.4,25.7,86,19.7,72.6,0
7/11/2017,33.1,26,82,20.3,66.4,0
7/12/2017,33.9,26.4,77,20.8,79.2,0
7/13/2017,34.6,26.8,72,21.4,68.5,0
7/14/2017,35.3,27.1,68,21.9,74.8,0
7/15/2017,36,27.5,63,22.5,45.3,0
7/16/2017,36.7,27.8,58,23,32.6,0
7/17/2017,37.2,28.2,55,22.4,44.7,0
7/18/2017,36.5,27.9,59,21.8,74.2,0
7/19/2017,35.2,27.3,66,21.2,77.3,0
7/20/2017,33.7,26.6,74,20.6,61.5,0
7/21/2017,32.4,25.9,83,20,40.8,0
7/22/2017,31.5,25.4,89,19.4,25.2,0
7/23/2017,30.8,25,93,18.8,50.7,0
7/24/2017,31.2,25.3,91,18.2,70.9,0
7/25/2017,31.9,25.7,87,17.6,75.4,0
7/26/2017,32.7,26.1,82,17,56.8,0
7/27/2017,33.5,26.5,77,16.4,34.2,0
7/28/2017,34.2,26.9,72,15.8,29.5,0
7/29/2017,34.9,27.3,68,15.2,49.6,0
7/30/2017,35.6,27.6,63,14.6,70.3,0
7/31/2017,36.3,28,58,14,72.7,0
8/1/2017,35.8,27.7,61,14.5,59.9,0
8/2/2017,34.7,27.2,67,15,39.4,0
8/3/2017,33.2,26.6,75,15.5,40.8,0
8/4/2017,31.9,25.9,84,16,41.5,0
8/5/2017,30.8,25.3,90,16.5,63.2,0
8/6/2017,30.2,24.9,94,17,69.8,0
8/7/2017,30,24.7,95,17.5,49.6,0
8/8/2017,30.4,25,93,18,30.7,0
8/9/2017,31,25.3,89,18.5,26.9,0
8/10/2017,31.7,25.7,85,19,32.8,0
8/11/2017,32.5,26.1,80,19.5,57.3,0
8/12/2017,33.2,26.5,75,20,69.7,0
8/13/2017,33.9,26.9,70,19.4,46.5,0
8/14/2017,34.6,27.2,65,18.8,27.8,0
8/15/2017,35.3,27.6,60,18.2,35.2,0
8/16/2017,35.9,27.9,57,17.6,31.6,0
8/17/2017,35.2,27.6,62,17,51.8,0
8/18/2017,34.1,27,69,16.4,68.9,0
8/19/2017,32.8,26.3,77,15.8,42.5,0
8/20/2017,31.5,25.7,85,15.2,24.3,0
8/21/2017,30.7,25.2,91,14.6,14.6,0
8/22/2017,30.2,24.9,94,14,30.8,0
8/23/2017,30.5,25.1,92,14.5,48.7,0
8/24/2017,31.1,25.4,88,15,65.5,0
8/25/2017,31.8,25.8,83,15.5,38.2,0
8/26/2017,32.5,26.2,78,16,28.6,0
8/27/2017,33.2,26.6,73,16.5,18.9,0
8/28/2017,33.9,27,68,17,39.3,0
8/29/2017,34.5,27.3,64,17.5,43.8,0
8/30/2017,35,27.6,60,18,59.7,0
8/31/2017,35.5,27.9,57,18.5,35.9,0
9/1/2017,32.8,25.6,82,8,19.5,0
9/2/2017,33.2,26.1,79,7,9.8,0
9/3/2017,30.4,25.2,88,5,25.6,0
9/4/2017,31.2,24.8,84,9,38.9,0
9/5/2017,32.5,25.3,75,12,50.7,0
9/6/2017,33.6,26.1,72,14,29.8,0
9/7/2017,32.9,25.7,74,11,17.3,0
9/8/2017,31.7,25.2,79,8,7.5,0
9/9/2017,30.5,24.8,85,6,19.7,0
9/10/2017,29.8,24.2,89,4,35.8,0
9/11/2017,30.2,24.5,86,7,45.2,0
9/12/2017,31.5,25,80,10,26.8,0
9/13/2017,32.8,25.6,75,12,13.5,0
9/14/2017,33.1,25.9,72,13,5.8,0
9/15/2017,33.7,26.3,68,15,23.3,0
9/16/2017,34,26.5,65,16,36.7,0
9/17/2017,33.5,26,70,14,52.4,0
9/18/2017,32.7,25.4,76,12,31.9,0
9/19/2017,31.2,24.7,83,8,17.6,0
9/20/2017,30.8,24.5,85,6,8.3,0
9/21/2017,31.5,24.9,82,9,24.5,0
9/22/2017,32.4,25.2,79,11,39.8,0
9/23/2017,32.9,25.5,75,13,55.6,0
9/24/2017,33.4,25.8,72,14,33.7,0
9/25/2017,33.8,26.2,69,15,19.4,0
9/26/2017,33.1,25.7,73,12,9.2,0
9/27/2017,32.6,25.3,78,10,26.8,0
9/28/2017,31.9,25,82,8,42.5,0
9/29/2017,30.7,24.4,86,6,58.3,0
9/30/2017,31.2,24.6,84,7,35.6,0
10/1/2017,31.6,24.1,79,8,20.9,0
10/2/2017,32.3,23.7,75,9,10.4,0
10/3/2017,32.8,23.4,72,10,28.7,0
10/4/2017,33.1,23.2,69,12,44.9,0
10/5/2017,33.5,23,67,13,61.2,0
10/6/2017,32.9,22.8,70,11,37.3,0
10/7/2017,32.4,22.5,74,9,22.4,0
10/8/2017,31.8,22.3,78,7,11.8,0
10/9/2017,30.5,22,82,5,30.5,0
10/10/2017,29.8,21.8,85,4,47.3,0
10/11/2017,30.6,21.5,82,6,63.8,0
10/12/2017,31.4,21.2,78,8,38.9,0
10/13/2017,32.1,21,75,9,23.7,0
10/14/2017,32.7,20.8,71,10,12.5,0
10/15/2017,33,20.5,68,12,32.1,0
10/16/2017,32.5,20.3,72,10,49.6,0
10/17/2017,31.9,20,75,8,65.4,0
10/18/2017,31.2,19.8,79,7,40.2,0
10/19/2017,30.8,19.5,82,5,24.9,0
10/20/2017,29.5,19.3,85,4,13.7,0
10/21/2017,28.7,19,88,3,28.4,0
10/22/2017,29.4,18.8,84,5,18.6,0
10/23/2017,30.6,18.5,79,7,12.5,0
10/24/2017,31.4,18.3,75,8,8.2,0
10/25/2017,32,18,71,10,5.3,0
10/26/2017,32.5,17.8,68,11,3.1,0
10/27/2017,31.8,17.5,72,9,1.8,0
10/28/2017,31.1,17.3,76,7,0,0
10/29/2017,30.4,17,79,6,0,0
10/30/2017,29.8,16.8,82,5,0,0
10/31/2017,29.1,16.5,85,4,0,0
11/1/2017,30.2,19.1,65,8.3,0,0
11/2/2017,29.8,18.5,68,7.6,0,0
11/3/2017,29.5,18.2,70,6.8,0,0
11/4/2017,29.7,17.9,67,7.2,0,0
11/5/2017,29.3,17.5,72,8.5,0,0
11/6/2017,28.9,17,75,9.1,0,0
11/7/2017,28.5,16.8,71,8.7,0,0
11/8/2017,28.1,16.5,73,7.4,0,0
11/9/2017,27.8,16.2,74,6.9,0,0
11/10/2017,27.6,15.9,76,6.5,0,0
11/11/2017,27.3,15.5,77,5.8,0,0
11/12/2017,27,15.2,78,5.3,0,0
11/13/2017,26.8,14.9,75,6.2,0,0
11/14/2017,26.5,14.5,76,7.1,0,0
11/15/2017,26.2,14.2,79,6.8,0,0
11/16/2017,25.9,13.8,81,5.9,0,0
11/17/2017,25.6,13.5,83,5.4,0,0
11/18/2017,25.3,13.1,84,4.9,0,0
11/19/2017,25,12.8,82,5.6,0,0
11/20/2017,24.7,12.4,80,6.3,0,0
11/21/2017,24.4,12.1,79,7,0,0
11/22/2017,24.1,11.8,77,7.5,0,0
11/23/2017,23.8,11.5,76,6.8,0,0
11/24/2017,23.5,11.2,75,6.1,0,0
11/25/2017,23.2,10.9,74,5.7,0,0
11/26/2017,22.9,10.6,73,5.2,0,0
11/27/2017,22.6,10.3,72,4.8,0,0
11/28/2017,22.3,10,71,4.5,0,0
11/29/2017,22,9.7,70,4.3,0,0
11/30/2017,21.7,9.4,69,4,0,0
12/1/2017,21.4,9.1,68,3.8,0,0
12/2/2017,21.1,8.8,67,3.5,0,0
12/3/2017,20.8,8.5,66,3.3,0,0
12/4/2017,20.5,8.2,65,3,0,0
12/5/2017,20.2,7.9,64,2.8,0,0
12/6/2017,19.9,7.6,63,2.6,0,0
12/7/2017,19.6,7.3,64,2.9,0,0
12/8/2017,19.3,7,65,3.2,0,0
12/9/2017,19,6.7,66,3.5,0,0
12/10/2017,18.7,6.4,67,3.8,0,0
12/11/2017,18.4,6.1,68,4.1,0,0
12/12/2017,18.1,5.8,69,4.4,0,0
12/13/2017,17.8,5.5,70,4.7,0,0
12/14/2017,17.5,5.2,71,5,0,0
12/15/2017,17.2,4.9,72,5.3,0,0
12/16/2017,16.9,4.6,73,5.6,0,0
12/17/2017,16.6,4.3,74,5.9,0,0
12/18/2017,16.3,4,75,6.2,0,0
12/19/2017,16,3.7,76,6.5,0,0
12/20/2017,15.7,3.4,77,6.8,0,0
12/21/2017,15.4,3.1,78,7.1,0,0
12/22/2017,15.1,2.8,79,7.4,0,0
12/23/2017,14.8,2.5,80,7.7,0,0
12/24/2017,14.5,2.2,81,8,0,0
12/25/2017,14.2,1.9,80,7.5,0,0
12/26/2017,13.9,1.6,79,7,0,0
12/27/2017,13.6,1.3,78,6.5,0,0
12/28/2017,13.3,1,77,6,0,0
12/29/2017,13,0.7,76,5.5,0,0
12/30/2017,12.7,0.4,75,5,0,0
12/31/2017,12.4,0.1,74,4.5,0,0
1/1/2018,22.5,9.8,72,6.3,0,0
1/2/2018,21.7,9.2,69,5.8,0,0
1/3/2018,22,8.9,65,4.7,0,0
1/4/2018,21.5,8.4,68,5.2,0,0
1/5/2018,20.8,7.9,71,6.7,0,0
1/6/2018,20.2,7.5,74,7.2,0,0
1/7/2018,19.8,7.2,76,5.9,0,0
1/8/2018,20.3,7.6,72,4.8,0,0
1/9/2018,21.1,8.3,69,5.2,0.5,0
1/10/2018,21.9,9,65,6.1,2.3,0
1/11/2018,22.4,9.3,63,7.3,0.8,0
1/12/2018,21.8,8.8,67,6.8,0,0
1/13/2018,21.2,8.1,70,5.5,0,0
1/14/2018,20.6,7.7,73,4.9,0,0
1/15/2018,20.1,7.3,75,5.3,0,0
1/16/2018,19.7,6.9,78,6.4,0,0
1/17/2018,19.2,6.5,80,7.1,0,0
1/18/2018,18.4,7.1,84,8.3,0.2,0
1/19/2018,17.9,8,82,7.9,1.7,0
1/20/2018,18.5,8.3,79,6.5,0.3,0
1/21/2018,19,7.8,76,5.7,0,0
1/22/2018,19.4,7.2,74,5.1,0,0
1/23/2018,20,7,71,4.8,0,0
1/24/2018,20.7,7.5,68,5.5,0,0
1/25/2018,21.3,8.1,65,6.3,0,0
1/26/2018,21.9,8.7,62,5.8,0.5,0
1/27/2018,22.5,9.4,59,5,0,0
1/28/2018,22.8,9.7,61,4.6,0,0
1/29/2018,22.3,9.1,64,5.2,0,0
1/30/2018,21.7,8.6,67,6.1,0,0
1/31/2018,21.1,8.2,70,6.8,0,0
2/1/2018,22,9,68,6.2,0,0
2/2/2018,22.6,9.5,65,5.4,0,0
2/3/2018,23.1,10.2,62,4.8,0,0
2/4/2018,23.8,10.8,59,5.1,0,0
2/5/2018,24.2,11.3,56,5.9,0,0
2/6/2018,24.7,11.9,54,6.7,0,0
2/7/2018,25.1,12.4,51,7.2,0,0
2/8/2018,25.6,12.8,48,6.5,0,0
2/9/2018,26,13.1,50,5.8,0,0
2/10/2018,25.7,12.6,53,5,0,0
2/11/2018,25.1,12,55,4.7,0,0
2/12/2018,24.5,11.5,58,5.5,0,0
2/13/2018,24,11.1,61,6.3,0,0
2/14/2018,23.5,10.8,63,6.9,0,0
2/15/2018,23.1,10.5,66,7.4,0,0
2/16/2018,22.8,10.2,68,6.7,0,0
2/17/2018,22.5,9.9,71,5.8,0,0
2/18/2018,22.1,9.7,73,5.1,0,0
2/19/2018,21.8,9.5,75,4.7,0.2,0
2/20/2018,21.4,9.2,77,5.3,0.8,0
2/21/2018,20.7,9.5,81,6.8,0,0
2/22/2018,21,10.1,79,7.5,0,0
2/23/2018,21.6,10.4,76,6.9,0,0
2/24/2018,22.3,10,72,6,0,0
2/25/2018,22.9,9.7,68,5.3,0,0
2/26/2018,23.5,10.3,64,5.9,0,0
2/27/2018,24,11,60,6.5,0,0
2/28/2018,24.6,11.6,57,6.1,0,0
3/1/2018,25.2,12.3,55,6.7,0,0
3/2/2018,25.8,12.9,53,7.2,0,0
3/3/2018,26.4,13.5,51,6.8,0,0
3/4/2018,27,14.1,48,6.3,0,0
3/5/2018,27.6,14.7,45,5.9,0,0
3/6/2018,28.3,15.2,43,6.4,0,0
3/7/2018,28.9,15.8,41,7,0,0
3/8/2018,29.5,16.3,39,7.6,0,0
3/9/2018,30,16.9,37,8.1,0,0
3/10/2018,30.6,17.5,36,7.5,0,0
3/11/2018,31.2,18,34,6.9,0,0
3/12/2018,31.7,18.5,33,6.2,0,0
3/13/2018,32.3,19,31,5.8,0,0
3/14/2018,31.8,18.7,34,6.5,0,0
3/15/2018,31,18.2,38,7.3,0,0
3/16/2018,30.5,17.9,42,8,0,0
3/17/2018,31.2,18.3,39,7.4,0,0
3/18/2018,31.9,18.8,36,6.7,0,0
3/19/2018,32.5,19.2,34,6.1,0,0
3/20/2018,33,19.7,32,6.5,0,0
3/21/2018,33.6,20.1,30,7,0,0
3/22/2018,34.1,20.6,28,7.5,0,0
3/23/2018,34.7,21,27,8,0,0
3/24/2018,35.2,21.5,25,8.5,0,0
3/25/2018,35.7,21.9,24,8,0,0
3/26/2018,36.2,22.3,23,7.4,0,0
3/27/2018,36.7,22.7,22,6.9,0,0
3/28/2018,37.1,23,21,6.5,0,0
3/29/2018,36.5,22.8,24,7.2,0,0
3/30/2018,35.8,22.4,27,8,0,0
3/31/2018,36.3,22.6,25,7.3,0,0
4/1/2018,36.8,23,24,6.9,0,0
4/2/2018,37.2,23.4,22,6.4,0,0
4/3/2018,37.7,23.8,21,6,0,0
4/4/2018,38.1,24.2,20,6.5,0,0
4/5/2018,38.5,24.5,19,7,0,0
4/6/2018,38.9,24.8,18,7.5,0,0
4/7/2018,39.2,25.1,17,8,0,0
4/8/2018,39.5,25.3,16,8.5,0,0
4/9/2018,39.8,25.5,15,9,0,0
4/10/2018,40,25.7,14,9.5,0,0
4/11/2018,39.7,25.4,16,10,0,0
4/12/2018,39.2,25,18,10.5,0,0
4/13/2018,38.6,24.5,21,11,0,0
4/14/2018,38,24,24,11.5,0,0
4/15/2018,37.3,23.8,27,12,0,0
4/16/2018,36.8,23.5,30,11.5,0,0
4/17/2018,37.5,24,26,10.8,0,0
4/18/2018,38.2,24.5,23,10,0,0
4/19/2018,38.9,24.9,20,9.5,0.2,0
4/20/2018,39.5,25.2,18,9,1.5,0
4/21/2018,39.9,25.6,16,8.5,0.8,0
4/22/2018,40.2,25.9,15,8,0,0
4/23/2018,40.5,26.1,14,7.5,0,0
4/24/2018,40.7,26.3,13,7,0,0
4/25/2018,40.9,26.5,12,7.5,0,0
4/26/2018,41,26.6,11,8,0,0
4/27/2018,40.8,26.4,13,8.5,0,0
4/28/2018,40.3,26,15,9,0,0
4/29/2018,39.5,25.5,18,9.5,0,0
4/30/2018,38.8,25,22,10,0,0
5/1/2018,39.2,25.3,25,10.5,0,0
5/2/2018,39.8,25.7,23,11,0,0
5/3/2018,40.3,26.1,21,10.3,0,0
5/4/2018,40.8,26.5,19,9.5,0,0
5/5/2018,41.2,26.9,17,8.7,0,0
5/6/2018,41.5,27.2,16,9.2,0,0
5/7/2018,41.8,27.5,15,10,0,0
5/8/2018,42,27.8,14,10.8,0,0
5/9/2018,42.3,28,13,11.5,0,0
5/10/2018,42.5,28.2,12,12.3,0,0
5/11/2018,42.7,28.4,11,13,0,0
5/12/2018,42.9,28.6,10,13.8,0,0
5/13/2018,43,28.7,10,14.5,0,0
5/14/2018,42.8,28.5,12,15.2,0,0
5/15/2018,42.1,28,15,16,0,0
5/16/2018,41.3,27.4,19,16.8,0,0
5/17/2018,40.2,26.8,24,17.5,0,0
5/18/2018,39,26.2,30,16.7,0,0
5/19/2018,39.8,26.5,27,15.8,0,0
5/20/2018,40.7,27,24,14.9,0.3,0
5/21/2018,41.5,27.5,21,14,1.2,0
5/22/2018,42,27.9,18,13.2,3.5,0
5/23/2018,42.5,28.2,16,12.5,5.1,0
5/24/2018,42.9,28.5,14,11.8,2.8,0
5/25/2018,43.2,28.7,13,11,0.7,0
5/26/2018,43.4,28.9,12,12.3,0,0
5/27/2018,43.6,29,11,13.5,0,0
5/28/2018,43.7,29.1,11,14.8,0,0
5/29/2018,43.5,28.9,13,16,0,0
5/30/2018,42.8,28.5,16,17.3,0,0
5/31/2018,41.6,27.8,22,18.5,0,0
6/1/2018,40.5,27.2,29,19,0,0
6/2/2018,39.2,26.8,35,18.2,0,0
6/3/2018,37.8,26.3,42,17.5,1.5,0
6/4/2018,36.5,25.9,48,16.8,4.2,0
6/5/2018,35.2,25.4,55,16,7.6,0
6/6/2018,34,25,61,15.5,12.3,0
6/7/2018,35.3,25.5,57,14.8,18.5,0
6/8/2018,36.7,26,52,14,25.7,0
6/9/2018,38,26.5,46,13.5,31.2,0
6/10/2018,39.2,27,40,14.2,15.8,0
6/11/2018,40.1,27.4,35,15,9.3,0
6/12/2018,40.8,27.7,31,15.8,5.7,0
6/13/2018,41.2,27.9,29,16.5,2.9,0
6/14/2018,40.5,27.5,33,17.3,0.8,0
6/15/2018,39.3,27,38,18,3.5,0
6/16/2018,37.8,26.3,45,18.8,8.2,0
6/17/2018,36.2,25.7,53,19.5,14.7,0
6/18/2018,35.1,25.2,60,20.3,22.9,0
6/19/2018,33.8,24.8,68,21,21.4,0
6/20/2018,32.7,24.5,75,20.2,30.1,0
6/21/2018,33.5,24.8,71,19.5,10.5,0
6/22/2018,34.6,25.2,66,18.7,14.2,0
6/23/2018,35.7,25.7,60,17.8,6.8,0
6/24/2018,36.8,26.2,54,17,3.1,0
6/25/2018,37.6,26.5,50,16.3,9.6,0
6/26/2018,36.5,26,57,17.5,16.8,0
6/27/2018,35.2,25.5,64,18.7,20.5,0
6/28/2018,33.8,25,71,19.8,30.7,0
6/29/2018,32.5,24.5,78,21,41.5,0
6/30/2018,31.8,24.2,82,22.3,36.2,0
7/1/2018,31.2,24,85,22.8,25.8,0
7/2/2018,30.5,23.8,88,23.2,16.3,0
7/3/2018,29.8,23.6,91,23.5,10.1,0
7/4/2018,30.2,23.9,89,22.8,20.6,0
7/5/2018,31,24.2,86,22,31.8,0
7/6/2018,31.8,24.5,82,21.3,43.2,0
7/7/2018,32.5,24.8,78,20.5,50.6,0
7/8/2018,33,25,75,19.8,59.4,0
7/9/2018,33.6,25.3,72,19,47.7,0
7/10/2018,34.2,25.5,68,18.5,33.9,0
7/11/2018,34.7,25.8,65,19.2,21.3,0
7/12/2018,33.8,25.4,70,20,19.5,0
7/13/2018,32.9,25,75,20.8,10.6,0
7/14/2018,31.8,24.5,81,21.5,23.8,0
7/15/2018,30.7,24,86,22.3,36.4,0
7/16/2018,29.8,23.7,90,23,47.9,0
7/17/2018,29,23.5,93,23.8,54.2,0
7/18/2018,29.5,23.7,91,23.2,41.5,0
7/19/2018,30.2,24,88,22.5,29.2,0
7/20/2018,31,24.3,84,21.8,22.8,0
7/21/2018,31.8,24.7,80,21,17.4,0
7/22/2018,32.5,25,76,20.5,24.9,0
7/23/2018,33.2,25.3,73,20,35.6,0
